,State Name,District,Rural/Urban_rur,Households_Rural,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Rural/Urban_urb,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
586,Kerala,Kannur,Rural,306288.0,95255.56800000001,18989.856,294955.344,Urban,566191.0,109841.05399999999,11890.011,557698.135
587,Kerala,Wayanad,Rural,266183.0,94228.78199999999,23956.47,244089.811,Urban,11805.0,4722.0,649.275,11250.164999999999
588,Kerala,Kozhikode,Rural,323793.0,87747.903,21370.337999999996,314079.20999999996,Urban,666543.0,128642.79900000001,23995.548000000003,654545.226
589,Kerala,Malappuram,Rural,634543.0,175133.86800000002,26650.806000000004,612333.995,Urban,522585.99999999994,111310.818,13064.65,514747.20999999996
590,Kerala,Palakkad,Rural,665899.0,235728.24599999998,35958.546,587322.918,Urban,228442.0,64192.202000000005,7538.586,216791.458
591,Kerala,Thrissur,Rural,336748.0,118535.29600000002,17174.147999999997,326308.81200000003,Urban,715119.0,203808.91499999998,29319.878999999997,702961.977
592,Kerala,Ernakulam,Rural,369694.0,109429.42400000001,18484.7,358233.48600000003,Urban,804997.0,179514.331,24954.907000000003,791312.051
593,Kerala,Idukki,Rural,391610.0,172700.01,32503.63,347358.07,Urban,20823.0,4893.405,291.522,20677.238999999998
594,Kerala,Kottayam,Rural,481967.0,168688.45,22170.482,462688.32,Urban,196194.0,51991.41,5101.044,192662.508
595,Kerala,Alappuzha,Rural,331419.0,99094.281,25519.263000000003,301259.87100000004,Urban,392117.0,104695.239,25487.605,371334.799
596,Kerala,Pathanamthitta,Rural,414992.0,125327.584,20334.608,388847.504,Urban,57848.0,13709.976,1619.744,55534.08
597,Kerala,Kollam,Rural,523714.99999999994,156590.78499999997,39278.625,487054.94999999995,Urban,401415.0,97945.26,22077.825,386964.06000000006
598,Kerala,Thiruvananthapuram,Rural,559293.0,191278.20600000003,57047.886,513990.26700000005,Urban,609824.0,157944.416,37199.263999999996,587260.512
599,Tamil Nadu,Thiruvallur,Rural,387237.0,125464.78799999999,12778.820999999998,109588.071,Urban,732196.0,132527.47600000002,7321.96,650190.048
600,Tamil Nadu,Chennai,,,,,,Urban,1314125.0,228657.74999999997,11827.125,1256303.5
601,Tamil Nadu,Kancheepuram,Rural,438799.0,139099.283,10092.376999999999,128568.107,Urban,774705.0,136348.08000000002,6197.64,663147.48
602,Tamil Nadu,Vellore,Rural,653499.0,181672.722,15030.476999999999,125471.80799999999,Urban,486801.0,102228.21,7302.015,346602.31200000003
603,Tamil Nadu,Tiruvannamalai,Rural,563102.0,163299.58000000002,12951.346,70387.75,Urban,147061.0,27500.406999999996,1911.793,95736.71099999998
604,Tamil Nadu,Viluppuram,Rural,808042.0,290895.12,16160.84,106661.544,Urban,159272.0,37906.736000000004,2389.08,104482.43199999999
605,Tamil Nadu,Salem,Rural,572813.0,184445.78600000002,13174.698999999999,83630.698,Urban,597539.0,145799.516,7768.0070000000005,328048.911
606,Tamil Nadu,Namakkal,Rural,370357.0,94070.678,6666.426,115551.384,Urban,257127.0,62481.861000000004,3085.524,140391.342
607,Tamil Nadu,Erode,Rural,411285.99999999994,117627.796,8225.72,138603.382,Urban,432397.99999999994,102910.72399999999,4756.378,275869.92399999994
608,Tamil Nadu,The Nilgiris,Rural,112126.0,38795.596,2354.646,47429.297999999995,Urban,151979.0,55320.356,2887.6009999999997,89515.631
609,Tamil Nadu,Dindigul,Rural,443818.0,139802.67,7988.724000000001,83881.602,Urban,269724.0,69858.51599999999,3776.1359999999995,154821.57599999997
610,Tamil Nadu,Karur,Rural,212241.0,61549.89,4669.302,48815.42999999999,Urban,152420.0,30636.420000000002,1371.78,102273.81999999999
611,Tamil Nadu,Tiruchirappalli,Rural,452707.0,134906.686,10864.967999999999,108649.68,Urban,423020.0,90526.27999999998,5076.24,313880.84
612,Tamil Nadu,Perambalur,Rural,155413.0,46934.726,3419.0860000000007,24244.428,Urban,33179.0,5607.251,298.61100000000005,18314.808
613,Tamil Nadu,Ariyalur,Rural,223955.00000000003,84878.945,7614.47,31801.61,Urban,30322.000000000004,8399.194000000001,606.44,15555.186
614,Tamil Nadu,Cuddalore,Rural,497429.0,193499.881,11938.296,98988.371,Urban,260780.00000000003,68845.92,3911.7000000000003,178895.08
615,Tamil Nadu,Nagapattinam,Rural,399016.0,178360.152,12768.512,124492.992,Urban,118724.0,36804.44,2849.3759999999997,82750.628
616,Tamil Nadu,Thiruvarur,Rural,321331.0,143956.288,13174.570999999998,101219.265,Urban,86848.0,24230.592,1476.416,63225.344
617,Tamil Nadu,Thanjavur,Rural,479070.0,206479.17,21558.149999999998,137972.16,Urban,274302.0,78724.674,5486.04,205177.89599999998
618,Tamil Nadu,Pudukkottai,Rural,399712.0,157886.24,16787.904,70749.02399999999,Urban,104229.0,26161.479,1667.664,72230.697
619,Tamil Nadu,Sivaganga,Rural,309224.0,98024.00799999999,9276.72,73904.536,Urban,143193.0,31502.460000000003,2004.702,112406.505
620,Tamil Nadu,Madurai,Rural,417718.0,134087.478,8772.078000000001,86467.626,Urban,592723.0,102541.079,4741.784,502629.10399999993
621,Tamil Nadu,Theni,Rural,189328.0,66643.456,3975.888,46953.344,Urban,221294.99999999997,66167.20499999999,2876.835,115073.4
622,Tamil Nadu,Virudhunagar,Rural,363782.0,98221.14,6184.294,53112.172,Urban,370942.0,71591.806,3338.478,173971.798
623,Tamil Nadu,Ramanathapuram,Rural,290478.0,99924.432,8714.34,65357.55,Urban,126760.99999999999,31817.011,2028.176,89493.26599999999
624,Tamil Nadu,Thoothukkudi,Rural,336078.0,112586.13,6721.56,94773.996,Urban,300661.0,69753.352,3908.5930000000003,219783.191
625,Tamil Nadu,Tirunelveli,Rural,547962.0,166032.486,8767.392,181923.38400000002,Urban,516705.0,129692.95500000002,5683.755000000001,325007.445
626,Tamil Nadu,Kanniyakumari,Rural,104253.0,37114.068,2814.831,86634.24299999999,Urban,493788.0,162950.04,14813.64,436508.59200000006
627,Tamil Nadu,Dharmapuri,Rural,396819.0,131347.089,9920.475,42459.632999999994,Urban,91107.0,20954.61,1457.7120000000002,53753.130000000005
628,Tamil Nadu,Krishnagiri,Rural,437988.0,143222.07600000003,9635.736,84093.696,Urban,142552.0,26087.016,855.312,111618.216
629,Tamil Nadu,Coimbatore,Rural,284795.0,78033.82999999999,4556.72,94836.73499999999,Urban,884957.0,213274.63700000002,7079.656,689381.503
630,Tamil Nadu,Tiruppur,Rural,356886.0,98500.53600000001,6067.062,110277.774,Urban,538022.0,126973.19200000001,3766.154,403516.5
631,Puducherry,Yanam,,,,,,Urban,15519.0,2389.926,108.633,12710.061000000002
632,Puducherry,Puducherry,Rural,87296.0,27847.424,2269.6960000000004,31251.967999999997,Urban,203741.0,38710.79,2444.892,168086.325
633,Puducherry,Mahe,,,,,,Urban,12110.0,1913.38,133.21,11843.58
634,Puducherry,Karaikal,Rural,35618.0,13107.423999999999,747.9780000000001,16954.168,Urban,33715.0,7080.15,404.58,25083.96
635,Andaman & Nicobar Islands,North  & Middle Andaman,Rural,39091.0,17317.313,1055.457,18763.68,Urban,1094.0,611.5459999999999,72.204,613.734
636,Andaman & Nicobar Islands,South Andaman,Rural,34901.0,11691.835,1221.5349999999999,22580.947,Urban,50631.0,10835.034,607.572,44454.018
637,Himachal Pradesh,Lahul & Spiti,Rural,17434.0,5875.258000000001,139.472,13615.954,,,,,
638,Himachal Pradesh,Kinnaur,Rural,44514.0,13042.602,445.14,30803.688000000002,,,,,
639,Andaman & Nicobar Islands,Nicobars,Rural,15958.000000000002,3798.0040000000004,191.496,12910.022000000003,,,,,
